Date collected,Location,Provider,Reports,Source,Status,Time collected
Thu 18 Jul 2019,"Charlotte, NC",Google-Fiber,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Lenexa, KS",Google-Fiber,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"San Antonio, TX",Google-Fiber,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Independence, MO",Google-Fiber,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Raleigh, NC",Google-Fiber,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Morrisville, NC",Google-Fiber,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Salt Lake City, UT",Google-Fiber,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Irvine, CA",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Shawnee, KS",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Indianapolis, IN",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Cleveland, OH",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Knoxville, TN",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Lockport, NY",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Durham, NC",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Blue Springs, MO",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Marietta, GA",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Prairie Village, KS",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Grandview, MO",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Greensboro, NC",Google-Fiber,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Omaha, NE",Mediacom,551,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",Mediacom,522,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Des Moines, IA",Mediacom,248,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Minneapolis, MN",Mediacom,213,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Atlanta, GA",Mediacom,186,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Cedar Rapids, IA",Mediacom,161,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"St. Louis, MO",Mediacom,90,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"New Orleans, LA",Mediacom,88,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Camanche, IA",Mediacom,78,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"West Des Moines, IA",Mediacom,78,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Iowa City, IA",Mediacom,76,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Birmingham, AL",Mediacom,76,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Urbana, IL",Mediacom,75,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Saint Paul, MN",Mediacom,68,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Los Angeles, CA",Mediacom,59,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Columbus, GA",Mediacom,58,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Kansas City, MO",Mediacom,57,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Ankeny, IA",Mediacom,54,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"De Witt, IA",Mediacom,53,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",Mediacom,49,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Milton, FL",Mediacom,47,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Ottumwa, IA",Mediacom,43,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Indianapolis, IN",Mediacom,42,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Council Bluffs, IA",Mediacom,41,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Bettendorf, IA",Mediacom,41,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Davenport, IA",Mediacom,40,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Kent, IL",Mediacom,39,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Washington, D.C., DC",Mediacom,38,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Dubuque, IA",Mediacom,38,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",Mediacom,34,Is the service down,  Some problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",RCN,162,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Philadelphia, PA",RCN,100,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Washington, D.C., DC",RCN,84,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Brooklyn, NY",RCN,78,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"New York City, NY",RCN,67,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"The Bronx, NY",RCN,42,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Bethlehem, PA",RCN,24,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Allentown, PA",RCN,23,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Silver Spring, MD",RCN,19,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Greenbelt, MD",RCN,14,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Boston, MA",RCN,12,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Columbia, MD",RCN,11,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Astoria, NY",RCN,8,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Easton, PA",RCN,8,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Somerville, MA",RCN,8,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Waltham, MA",RCN,7,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Brookline, MA",RCN,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Macungie, PA",RCN,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Northampton, PA",RCN,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Providence, RI",RCN,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Cambridge, MA",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Upper Darby, PA",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Urbana, IL",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Roxbury, MA",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Plymouth Meeting, PA",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Baltimore, MD",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Mattapan, MA",RCN,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Watertown, MA",RCN,4,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Woodside, NY",RCN,4,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Cementon, PA",RCN,4,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Manitowoc, WI",US-cellular,9,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Cedar Rapids, IA",US-cellular,6,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Camanche, IA",US-cellular,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Rumford, ME",US-cellular,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Berkeley Springs, WV",US-cellular,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Grants Pass, OR",US-cellular,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Milwaukee, WI",US-cellular,3,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Waterloo, IA",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Pella, IA",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Madison, WI",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Urbandale, IA",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Asheville, NC",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Clinton, IA",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Ottumwa, IA",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Des Moines, IA",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Omaha, NE",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Medford, OR",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Janesville, WI",US-cellular,2,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Robersonville, NC",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Cecil, WI",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Clintonville, WI",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Frostburg, MD",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Sylva, NC",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Charles City, IA",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Watertown, WI",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Durant, OK",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Tuskahoma, OK",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"De Witt, IA",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Galena, IL",US-cellular,1,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",Sprint,140,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Houston, TX",Sprint,134,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Brooklyn, NY",Sprint,99,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Dallas, TX",Sprint,87,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Atlanta, GA",Sprint,76,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Los Angeles, CA",Sprint,72,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Detroit, MI",Sprint,71,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Kansas City, MO",Sprint,67,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Washington, D.C., DC",Sprint,65,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"St. Louis, MO",Sprint,51,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Orlando, FL",Sprint,49,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Charlotte, NC",Sprint,45,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Indianapolis, IN",Sprint,37,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Philadelphia, PA",Sprint,35,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Westland, MI",Sprint,32,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Omaha, NE",Sprint,31,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Fort Worth, TX",Sprint,29,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"New York City, NY",Sprint,28,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Phoenix, AZ",Sprint,26,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"San Antonio, TX",Sprint,23,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Brazil, IN",Sprint,23,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Upper Marlboro, MD",Sprint,22,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"San Diego, CA",Sprint,21,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Minneapolis, MN",Sprint,21,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Columbus, OH",Sprint,20,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Farmington, MI",Sprint,19,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Denver, CO",Sprint,19,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Portland, OR",Sprint,19,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Baltimore, MD",Sprint,19,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Seattle, WA",Sprint,18,Is the service down,  Problems detected ,14:05:37
Thu 18 Jul 2019,"Washington, D.C., DC",Verizon,647,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Brooklyn, NY",Verizon,512,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"New York City, NY",Verizon,393,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Philadelphia, PA",Verizon,391,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"The Bronx, NY",Verizon,179,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Denver, CO",Verizon,148,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Silver Spring, MD",Verizon,145,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Chicago, IL",Verizon,141,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Los Angeles, CA",Verizon,136,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Greenbelt, MD",Verizon,132,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Dallas, TX",Verizon,119,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Arlington, VA",Verizon,119,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Baltimore, MD",Verizon,115,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Houston, TX",Verizon,113,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Tampa, FL",Verizon,112,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Pittsburgh, PA",Verizon,110,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Atlanta, GA",Verizon,102,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Richmond, VA",Verizon,95,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Alexandria, VA",Verizon,93,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Virginia Beach, VA",Verizon,89,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Seattle, WA",Verizon,89,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Phoenix, AZ",Verizon,88,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Newark, NJ",Verizon,77,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Durham, NC",Verizon,62,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Hyattsville, MD",Verizon,59,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Hillsdale, MI",Verizon,59,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Buffalo, NY",Verizon,56,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Orlando, FL",Verizon,47,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Upper Marlboro, MD",Verizon,46,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Salt Lake City, UT",Verizon,46,Is the service down,  Problems detected ,14:07:36
Thu 18 Jul 2019,"Arlington, VA",Atlantic-Broadband,21,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Brooklyn, NY",Atlantic-Broadband,21,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Washington, D.C., DC",Atlantic-Broadband,20,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Alexandria, VA",Atlantic-Broadband,16,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Philadelphia, PA",Atlantic-Broadband,15,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Atlanta, GA",Atlantic-Broadband,13,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Miami, FL",Atlantic-Broadband,13,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"New York City, NY",Atlantic-Broadband,12,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Warren, PA",Atlantic-Broadband,12,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Aiken, SC",Atlantic-Broadband,11,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Boston, MA",Atlantic-Broadband,10,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Greensburg, PA",Atlantic-Broadband,10,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Springfield, VA",Atlantic-Broadband,8,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Hampstead, MD",Atlantic-Broadband,8,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Altoona, PA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Falls Church, VA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Miami Beach, FL",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"King George, VA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Woodbridge, VA",Atlantic-Broadband,5,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Baltimore, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Virginia Beach, VA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Vienna, VA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"The Bronx, NY",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Lexington Park, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Pawtucket, RI",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Cambridge, MA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Glen Burnie, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Silver Spring, MD",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Pittsburgh, PA",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Barrington, NH",Atlantic-Broadband,4,Is the service down,  No problems detected ,14:06:47
Thu 18 Jul 2019,"Chicago, IL",RCN,162,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Philadelphia, PA",RCN,100,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Washington, D.C., DC",RCN,84,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",RCN,78,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"New York City, NY",RCN,67,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"The Bronx, NY",RCN,42,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Bethlehem, PA",RCN,24,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Allentown, PA",RCN,23,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Silver Spring, MD",RCN,19,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Greenbelt, MD",RCN,14,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Boston, MA",RCN,12,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Columbia, MD",RCN,11,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Astoria, NY",RCN,8,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Easton, PA",RCN,8,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Somerville, MA",RCN,8,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Waltham, MA",RCN,7,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Brookline, MA",RCN,6,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Macungie, PA",RCN,6,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Northampton, PA",RCN,6,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Providence, RI",RCN,6,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Cambridge, MA",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Upper Darby, PA",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Urbana, IL",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Roxbury, MA",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Plymouth Meeting, PA",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Baltimore, MD",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Mattapan, MA",RCN,5,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Watertown, MA",RCN,4,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Woodside, NY",RCN,4,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Cementon, PA",RCN,4,Is the service down,  No problems detected ,14:16:39
Thu 18 Jul 2019,"Washington, D.C., DC",Verizon,647,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Brooklyn, NY",Verizon,512,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"New York City, NY",Verizon,393,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Philadelphia, PA",Verizon,392,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"The Bronx, NY",Verizon,180,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Denver, CO",Verizon,148,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Silver Spring, MD",Verizon,145,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Chicago, IL",Verizon,141,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Los Angeles, CA",Verizon,136,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Greenbelt, MD",Verizon,132,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",Verizon,119,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Arlington, VA",Verizon,119,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Baltimore, MD",Verizon,115,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Houston, TX",Verizon,114,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Tampa, FL",Verizon,113,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Atlanta, GA",Verizon,102,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Richmond, VA",Verizon,95,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Alexandria, VA",Verizon,93,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Phoenix, AZ",Verizon,89,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Virginia Beach, VA",Verizon,89,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Seattle, WA",Verizon,89,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Portland, OR",Verizon,84,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Newark, NJ",Verizon,77,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Durham, NC",Verizon,62,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Hyattsville, MD",Verizon,59,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Hillsdale, MI",Verizon,59,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Buffalo, NY",Verizon,56,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Orlando, FL",Verizon,47,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Upper Marlboro, MD",Verizon,46,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Salt Lake City, UT",Verizon,46,Is the service down,  Problems detected ,14:16:39
Thu 18 Jul 2019,"Dallas, TX",Cable-ONE,17,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Phoenix, AZ",Cable-ONE,13,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Salt Lake City, UT",Cable-ONE,12,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Los Angeles, CA",Cable-ONE,11,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Albuquerque, NM",Cable-ONE,9,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Austin, TX",Cable-ONE,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Lakewood, CA",Cable-ONE,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Pocatello, ID",Cable-ONE,6,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Idaho Falls, ID",Cable-ONE,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Las Vegas, NV",Cable-ONE,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"San Antonio, TX",Cable-ONE,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Federal Way, WA",Cable-ONE,5,Is the service down,  No problems detected ,14:09:21
Thu 18 Jul 2019,"Sandy, UT",Cable-ONE,5,Is the service down,  No problems detected ,14:09:21
