Date reported,Ping Time(ms.),Provider,Source,Time collected,Time reported(PT)
18.Jul.2019,4.95,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,00:53
18.Jul.2019,6.47,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,05:08
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,10:13
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:16:32,15:29
17.Jul.2019,68.67,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,02:02
17.Jul.2019,87.73,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,07:48
17.Jul.2019,69.2,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,17:04
17.Jul.2019,87.49,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,21:30
18.Jul.2019,68.43,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,12:45
17.Jul.2019,91.76,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,04:34
17.Jul.2019,90.39,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,14:41
17.Jul.2019,87.47,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,19:14
18.Jul.2019,87.3,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,08:52
18.Jul.2019,88.53,CenturyLink,Is it down right now?,Thu 18 Jul 2019 13:34:23,15:36
04.Jul.2019,102.51,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,20:42
08.Jul.2019,101.9,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,17:21
10.Jul.2019,107.39,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,05:51
12.Jul.2019,98.55,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,19:08
15.Jul.2019,104.35,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,03:43
07.Jul.2019,104.95,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,05:54
09.Jul.2019,98.06,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,16:45
12.Jul.2019,98.59,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,10:52
14.Jul.2019,98.48,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,06:33
18.Jul.2019,107.42,windstream,Is it down right now?,Thu 18 Jul 2019 13:51:08,01:38
10.Jul.2019,4.72,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,22:16
11.Jul.2019,4.74,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,02:23
11.Jul.2019,7.89,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,06:37
11.Jul.2019,5.22,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,10:40
11.Jul.2019,4.81,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,15:06
11.Jul.2019,5.51,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,00:16
11.Jul.2019,4.82,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,04:24
11.Jul.2019,4.74,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,08:38
11.Jul.2019,4.83,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,12:54
11.Jul.2019,4.91,att,Is it down right now?,Thu 11 Jul 2019 14:47:42,17:12
04.Jul.2019,102.51,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,20:42
08.Jul.2019,101.9,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,17:21
10.Jul.2019,107.39,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,05:51
12.Jul.2019,98.55,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,19:08
15.Jul.2019,104.35,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,03:43
07.Jul.2019,104.95,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,05:54
09.Jul.2019,98.06,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,16:45
12.Jul.2019,98.59,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,10:52
14.Jul.2019,98.48,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,06:33
18.Jul.2019,107.42,windstream,Is it down right now?,Thu 18 Jul 2019 14:06:42,01:38
12.Jul.2019,235.36,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:58
14.Jul.2019,233.04,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,23:06
16.Jul.2019,228.65,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,01:49
16.Jul.2019,230.38,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,07:55
18.Jul.2019,232.24,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,14:17
13.Jul.2019,228.8,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,18:45
15.Jul.2019,235.61,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,19:35
16.Jul.2019,230.17,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,04:04
16.Jul.2019,235.48,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,21:05
18.Jul.2019,231.5,MegaPath,Is it down right now?,Thu 18 Jul 2019 14:16:32,16:33
17.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,17:11
17.Jul.2019,5.83,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,21:59
18.Jul.2019,5.14,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,02:23
18.Jul.2019,5.39,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,08:08
18.Jul.2019,5.95,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,14:20
17.Jul.2019,6.25,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,19:43
18.Jul.2019,4.89,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,00:16
18.Jul.2019,5.72,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,05:01
18.Jul.2019,5.27,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,11:57
18.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 14:09:16,16:32
17.Jul.2019,5.66,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,16:20
17.Jul.2019,5.36,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,22:19
18.Jul.2019,4.97,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,03:02
18.Jul.2019,4.9,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,07:08
18.Jul.2019,5.33,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,13:00
17.Jul.2019,5.18,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,19:25
18.Jul.2019,4.95,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,00:53
18.Jul.2019,6.47,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,05:08
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,10:13
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:06:42,15:29
17.Jul.2019,34.52,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,01:03
17.Jul.2019,31.06,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,15:06
17.Jul.2019,31.7,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,19:51
18.Jul.2019,36.25,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,00:05
18.Jul.2019,36.85,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,13:48
17.Jul.2019,35.1,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,06:04
17.Jul.2019,30.22,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,17:40
17.Jul.2019,32.46,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,21:53
18.Jul.2019,32.27,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,03:40
18.Jul.2019,34.73,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:43:44,15:55
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 13:34:23,21:06
17.Jul.2019,125.4,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,19:46
18.Jul.2019,1511.13,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,00:05
18.Jul.2019,125.4,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,04:26
18.Jul.2019,1510.91,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,08:32
18.Jul.2019,125.56,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,13:12
17.Jul.2019,125.74,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,21:47
18.Jul.2019,125.54,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,02:13
18.Jul.2019,510.01,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,06:31
18.Jul.2019,1510.82,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,11:01
18.Jul.2019,1511.25,Cox,Is it down right now?,Thu 18 Jul 2019 13:26:34,15:15
17.Jul.2019,5.66,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,16:20
17.Jul.2019,5.36,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,22:19
18.Jul.2019,4.97,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,03:02
18.Jul.2019,4.9,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,07:08
18.Jul.2019,5.33,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,13:00
17.Jul.2019,5.18,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,19:25
18.Jul.2019,4.95,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,00:53
18.Jul.2019,6.47,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,05:08
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,10:13
18.Jul.2019,5.43,Sprint,Is it down right now?,Thu 18 Jul 2019 14:09:16,15:29
17.Jul.2019,83.81,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,16:38
17.Jul.2019,100.12,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,20:44
18.Jul.2019,81.22,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,01:38
18.Jul.2019,82.19,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,06:32
18.Jul.2019,77.76,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,12:50
17.Jul.2019,86.12,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,18:41
17.Jul.2019,84.67,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,22:48
18.Jul.2019,81.37,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,03:49
18.Jul.2019,82.12,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,09:05
18.Jul.2019,79.72,Frontier,Is it down right now?,Thu 18 Jul 2019 13:48:32,16:55
17.Jul.2019,11.61,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,15:16
17.Jul.2019,7.39,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,19:35
18.Jul.2019,6.99,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,00:22
18.Jul.2019,6.96,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,05:52
18.Jul.2019,8.89,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,12:39
17.Jul.2019,7.45,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,17:19
17.Jul.2019,16.38,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,21:47
18.Jul.2019,7.09,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,02:52
18.Jul.2019,6.94,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,09:21
18.Jul.2019,12.64,T-Mobile,Is it down right now?,Thu 18 Jul 2019 13:23:11,14:50
10.Jul.2019,4.72,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,22:16
11.Jul.2019,4.74,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,02:23
11.Jul.2019,7.89,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,06:37
11.Jul.2019,5.22,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,10:40
11.Jul.2019,4.81,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,15:06
11.Jul.2019,5.51,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,00:16
11.Jul.2019,4.82,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,04:24
11.Jul.2019,4.74,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,08:38
11.Jul.2019,4.83,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,12:54
11.Jul.2019,4.91,att,Is it down right now?,Thu 11 Jul 2019 14:45:42,17:12
17.Jul.2019,34.52,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,01:03
17.Jul.2019,31.06,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,15:06
17.Jul.2019,31.7,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,19:51
18.Jul.2019,36.25,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,00:05
18.Jul.2019,36.85,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,13:48
17.Jul.2019,35.1,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,06:04
17.Jul.2019,30.22,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,17:40
17.Jul.2019,32.46,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,21:53
18.Jul.2019,32.27,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,03:40
18.Jul.2019,34.73,Suddenlink,Is it down right now?,Thu 18 Jul 2019 13:27:08,15:55
17.Jul.2019,5.04,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,20:09
18.Jul.2019,5.39,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,00:21
18.Jul.2019,4.92,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,04:30
18.Jul.2019,5.01,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,08:55
18.Jul.2019,5.11,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,13:58
17.Jul.2019,5.0,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,22:11
18.Jul.2019,5.32,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,02:29
18.Jul.2019,6.23,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,06:45
18.Jul.2019,4.94,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,11:53
18.Jul.2019,5.06,att,Is it down right now?,Thu 18 Jul 2019 13:50:37,16:08
10.Jul.2019,6.12,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,16:35
10.Jul.2019,5.55,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,21:35
11.Jul.2019,4.84,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,03:06
11.Jul.2019,5.65,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,07:46
11.Jul.2019,4.96,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,13:54
10.Jul.2019,4.85,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,19:27
11.Jul.2019,4.92,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,00:44
11.Jul.2019,4.92,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,05:35
11.Jul.2019,4.91,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,11:18
11.Jul.2019,4.89,Comcast,Is it down right now?,Thu 11 Jul 2019 14:42:08,16:12
17.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,17:11
17.Jul.2019,5.83,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,21:59
18.Jul.2019,5.14,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,02:23
18.Jul.2019,5.39,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,08:08
18.Jul.2019,5.95,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,14:20
17.Jul.2019,6.25,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,19:43
18.Jul.2019,4.89,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,00:16
18.Jul.2019,5.72,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,05:01
18.Jul.2019,5.27,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,11:57
18.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:34:49,16:32
17.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,17:11
17.Jul.2019,5.83,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,21:59
18.Jul.2019,5.14,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,02:23
18.Jul.2019,5.39,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,08:08
18.Jul.2019,5.95,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,14:20
17.Jul.2019,6.25,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,19:43
18.Jul.2019,4.89,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,00:16
18.Jul.2019,5.72,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,05:01
18.Jul.2019,5.27,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,11:57
18.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:23:45,16:32
17.Jul.2019,5.13,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,06:52
17.Jul.2019,5.3,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,20:14
18.Jul.2019,5.11,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,02:21
18.Jul.2019,5.41,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,06:47
18.Jul.2019,7.89,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,14:04
17.Jul.2019,4.97,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,13:27
17.Jul.2019,5.15,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,22:50
18.Jul.2019,5.05,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,04:36
18.Jul.2019,7.4,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,11:35
18.Jul.2019,12.94,MetroPCS,Is it down right now?,Thu 18 Jul 2019 13:26:34,16:18
10.Jul.2019,77.68,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,11:24
10.Jul.2019,78.7,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,16:25
10.Jul.2019,81.22,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,23:29
11.Jul.2019,83.7,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,06:50
11.Jul.2019,80.23,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,14:18
10.Jul.2019,80.31,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,14:02
10.Jul.2019,77.96,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,20:04
11.Jul.2019,83.29,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,01:53
11.Jul.2019,78.47,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,09:35
11.Jul.2019,78.59,Frontier,Is it down right now?,Thu 11 Jul 2019 14:35:39,16:37
05.Jul.2019,217.24,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,06:24
06.Jul.2019,215.2,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,09:06
08.Jul.2019,215.7,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,10:13
09.Jul.2019,219.45,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,17:20
10.Jul.2019,235.34,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,12:09
05.Jul.2019,216.2,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,16:39
07.Jul.2019,216.43,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,14:34
08.Jul.2019,217.0,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,12:37
09.Jul.2019,216.21,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,21:32
11.Jul.2019,230.77,MegaPath,Is it down right now?,Thu 11 Jul 2019 14:38:18,11:38
17.Jul.2019,4.88,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,17:36
17.Jul.2019,4.92,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,21:55
18.Jul.2019,5.1,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,03:30
18.Jul.2019,4.99,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,07:54
18.Jul.2019,5.32,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,13:13
17.Jul.2019,6.67,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,19:49
18.Jul.2019,5.0,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,01:03
18.Jul.2019,7.17,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,05:38
18.Jul.2019,5.5,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,10:45
18.Jul.2019,6.41,Comcast,Is it down right now?,Thu 18 Jul 2019 13:34:23,15:52
10.Jul.2019,509.99,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,18:18
10.Jul.2019,1511.22,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,22:41
11.Jul.2019,125.46,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,02:48
11.Jul.2019,125.36,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,07:16
11.Jul.2019,1511.16,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,14:27
10.Jul.2019,1511.18,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,20:32
11.Jul.2019,1511.55,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,00:47
11.Jul.2019,1510.95,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,04:54
11.Jul.2019,125.36,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,12:15
11.Jul.2019,510.04,Cox,Is it down right now?,Thu 11 Jul 2019 14:38:18,16:34
17.Jul.2019,5.56,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,08:41
17.Jul.2019,5.1,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,15:44
18.Jul.2019,6.42,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,00:11
18.Jul.2019,5.06,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,04:39
18.Jul.2019,5.24,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,13:47
17.Jul.2019,5.25,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,11:30
17.Jul.2019,7.57,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,21:57
18.Jul.2019,6.1,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,02:27
18.Jul.2019,5.42,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,11:40
18.Jul.2019,6.28,DirecTV,Is it down right now?,Thu 18 Jul 2019 13:31:32,16:51
06.Jul.2019,40.5,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,01:59
08.Jul.2019,43.45,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,01:22
12.Jul.2019,44.83,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,17:47
15.Jul.2019,43.27,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,19:37
17.Jul.2019,38.29,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,16:08
07.Jul.2019,38.05,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,12:06
10.Jul.2019,39.1,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,23:36
13.Jul.2019,36.18,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,17:25
17.Jul.2019,47.43,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,00:25
17.Jul.2019,43.23,RCN,Is it down right now?,Thu 18 Jul 2019 13:43:44,21:06
17.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,17:11
17.Jul.2019,5.83,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,21:59
18.Jul.2019,5.14,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,02:23
18.Jul.2019,5.39,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,08:08
18.Jul.2019,5.95,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,14:20
17.Jul.2019,6.25,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,19:43
18.Jul.2019,4.89,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,00:16
18.Jul.2019,5.72,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,05:01
18.Jul.2019,5.27,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,11:57
18.Jul.2019,4.98,Xfinity,Is it down right now?,Thu 18 Jul 2019 13:31:32,16:32
10.Jul.2019,4.72,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,22:16
11.Jul.2019,4.74,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,02:23
11.Jul.2019,7.89,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,06:37
11.Jul.2019,5.22,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,10:40
11.Jul.2019,4.81,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,15:06
11.Jul.2019,5.51,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,00:16
11.Jul.2019,4.82,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,04:24
11.Jul.2019,4.74,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,08:38
11.Jul.2019,4.83,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,12:54
11.Jul.2019,4.91,att,Is it down right now?,Thu 11 Jul 2019 14:46:18,17:12
17.Jul.2019,9.62,Verizon,Is it down right now?,Thu 18 Jul 2019 13:35:23,15:34
